periode_data;wilayah;tanggal;harga;komoditas
202404;Kota Adm. Jakarta Timur;30;27827;Ikan Lele
202404;Kota Adm. Jakarta Timur;30;20745;Gas Elpiji 3kg
202404;Kota Adm. Jakarta Timur;30;44693;Susu Bubuk Bendera 400gr
202404;Kota Adm. Jakarta Timur;30;45340;Susu Bubuk Dancow 400gr
202404;Kota Adm. Jakarta Timur;30;12280;Susu Kental Bendera 200gr
202404;Kota Adm. Jakarta Timur;30;11177;Susu Kental Enak 200gr
202404;Kota Adm. Jakarta Timur;30;13299;Margarin Blueband Cup
202404;Kota Adm. Jakarta Timur;30;10239;Margarin Blueband Sachet
202405;Kota Adm. Jakarta Pusat;31;14849;Beras IR I (IR 64)
202405;Kota Adm. Jakarta Pusat;31;14279;Beras IR II (IR 64) Ramos
202405;Kota Adm. Jakarta Pusat;31;13693;Beras IR III (IR 64)
202405;Kota Adm. Jakarta Pusat;31;14185;Beras Muncul I
202405;Kota Adm. Jakarta Pusat;31;14943;Beras IR 42/Pera
202405;Kota Adm. Jakarta Pusat;31;14413;Beras Setra I/Premium
202405;Kota Adm. Jakarta Pusat;31;17403;Minyak Goreng (Kuning/Curah)
202405;Kota Adm. Jakarta Pusat;31;54223;Cabe Merah Keriting
202405;Kota Adm. Jakarta Pusat;31;72282;Cabe Merah Besar (TW)
202405;Kota Adm. Jakarta Pusat;31;45766;Cabe Rawit Merah
202405;Kota Adm. Jakarta Pusat;31;54203;Cabe Rawit Hijau
202405;Kota Adm. Jakarta Pusat;31;59819;Bawang Merah
202405;Kota Adm. Jakarta Pusat;31;48067;Bawang Putih
202405;Kota Adm. Jakarta Pusat;31;144274;Daging Sapi Has (Paha Belakang)
202405;Kota Adm. Jakarta Pusat;31;138048;Daging Sapi Murni (Semur)
202405;Kota Adm. Jakarta Pusat;31;41349;Ayam Broiler/Ras
202405;Kota Adm. Jakarta Pusat;31;29675;Telur Ayam Ras
202405;Kota Adm. Jakarta Pusat;31;15868;Gula Pasir
202405;Kota Adm. Jakarta Pusat;31;11429;Tepung Terigu
202405;Kota Adm. Jakarta Pusat;31;3733;Garam Dapur
202405;Kota Adm. Jakarta Pusat;31;19757;Kentang (sedang)
202405;Kota Adm. Jakarta Pusat;31;25807;Tomat Buah
202405;Kota Adm. Jakarta Pusat;31;10519;Kelapa Kupas
202405;Kota Adm. Jakarta Pusat;31;11389;Semangka
202405;Kota Adm. Jakarta Pusat;31;31000;Jeruk Medan
202405;Kota Adm. Jakarta Pusat;31;142957;Daging Kambing
202405;Kota Adm. Jakarta Pusat;31;121236;Daging Babi Berlemak
202405;Kota Adm. Jakarta Pusat;31;46572;Ikan Bandeng (sedang)
202405;Kota Adm. Jakarta Pusat;31;37618;Ikan Mas
202405;Kota Adm. Jakarta Pusat;31;27102;Ikan Lele
202405;Kota Adm. Jakarta Pusat;31;22185;Gas Elpiji 3kg
202405;Kota Adm. Jakarta Pusat;31;43080;Susu Bubuk Bendera 400gr
202405;Kota Adm. Jakarta Pusat;31;40880;Susu Bubuk Dancow 400gr
202405;Kota Adm. Jakarta Pusat;31;12519;Susu Kental Bendera 200gr
202405;Kota Adm. Jakarta Pusat;31;10395;Susu Kental Enak 200gr
202405;Kota Adm. Jakarta Pusat;31;15161;Margarin Blueband Cup
202405;Kota Adm. Jakarta Pusat;31;10328;Margarin Blueband Sachet
202405;Kota Adm. Jakarta Utara;31;15712;Beras IR I (IR 64)
202405;Kota Adm. Jakarta Utara;31;15030;Beras IR II (IR 64) Ramos
202405;Kota Adm. Jakarta Utara;31;14147;Beras IR III (IR 64)
202405;Kota Adm. Jakarta Utara;31;16181;Beras Muncul I
202405;Kota Adm. Jakarta Utara;31;17835;Beras IR 42/Pera
202405;Kota Adm. Jakarta Utara;31;16562;Beras Setra I/Premium
202405;Kota Adm. Jakarta Utara;31;18227;Minyak Goreng (Kuning/Curah)
202405;Kota Adm. Jakarta Utara;31;58345;Cabe Merah Keriting
202405;Kota Adm. Jakarta Utara;31;71521;Cabe Merah Besar (TW)
202405;Kota Adm. Jakarta Utara;31;54357;Cabe Rawit Merah
202405;Kota Adm. Jakarta Utara;31;51881;Cabe Rawit Hijau
202405;Kota Adm. Jakarta Utara;31;61226;Bawang Merah
202405;Kota Adm. Jakarta Utara;31;47968;Bawang Putih
202405;Kota Adm. Jakarta Utara;31;150889;Daging Sapi Has (Paha Belakang)
202405;Kota Adm. Jakarta Utara;31;145138;Daging Sapi Murni (Semur)
202405;Kota Adm. Jakarta Utara;31;44567;Ayam Broiler/Ras
202405;Kota Adm. Jakarta Utara;31;31892;Telur Ayam Ras
202405;Kota Adm. Jakarta Utara;31;19260;Gula Pasir
202405;Kota Adm. Jakarta Utara;31;11816;Tepung Terigu
202405;Kota Adm. Jakarta Utara;31;3578;Garam Dapur
202405;Kota Adm. Jakarta Utara;31;22214;Kentang (sedang)
202405;Kota Adm. Jakarta Utara;31;23969;Tomat Buah
202405;Kota Adm. Jakarta Utara;31;10478;Kelapa Kupas
202405;Kota Adm. Jakarta Utara;31;13027;Semangka
202405;Kota Adm. Jakarta Utara;31;37013;Jeruk Medan
202405;Kota Adm. Jakarta Utara;31;132678;Daging Kambing
202405;Kota Adm. Jakarta Utara;31;114314;Daging Babi Berlemak
202405;Kota Adm. Jakarta Utara;31;41856;Ikan Bandeng (sedang)
202405;Kota Adm. Jakarta Utara;31;37352;Ikan Mas
202405;Kota Adm. Jakarta Utara;31;28793;Ikan Lele
202405;Kota Adm. Jakarta Utara;31;20500;Gas Elpiji 3kg
202405;Kota Adm. Jakarta Utara;31;47500;Susu Bubuk Bendera 400gr
202405;Kota Adm. Jakarta Utara;31;50033;Susu Bubuk Dancow 400gr
202405;Kota Adm. Jakarta Utara;31;15123;Susu Kental Bendera 200gr
202405;Kota Adm. Jakarta Utara;31;11079;Susu Kental Enak 200gr
202405;Kota Adm. Jakarta Utara;31;18350;Margarin Blueband Cup
202405;Kota Adm. Jakarta Utara;31;12591;Margarin Blueband Sachet
202405;Kota Adm. Jakarta Barat;31;14778;Beras IR I (IR 64)
202405;Kota Adm. Jakarta Barat;31;13900;Beras IR II (IR 64) Ramos
202405;Kota Adm. Jakarta Barat;31;12942;Beras IR III (IR 64)
202405;Kota Adm. Jakarta Barat;31;16000;Beras Muncul I
202405;Kota Adm. Jakarta Barat;31;15601;Beras IR 42/Pera
202405;Kota Adm. Jakarta Barat;31;14876;Beras Setra I/Premium
202405;Kota Adm. Jakarta Barat;31;17411;Minyak Goreng (Kuning/Curah)
202405;Kota Adm. Jakarta Barat;31;50658;Cabe Merah Keriting
202405;Kota Adm. Jakarta Barat;31;67240;Cabe Merah Besar (TW)
202405;Kota Adm. Jakarta Barat;31;41641;Cabe Rawit Merah
202405;Kota Adm. Jakarta Barat;31;45565;Cabe Rawit Hijau
202405;Kota Adm. Jakarta Barat;31;57680;Bawang Merah
202405;Kota Adm. Jakarta Barat;31;47058;Bawang Putih
202405;Kota Adm. Jakarta Barat;31;144255;Daging Sapi Has (Paha Belakang)
202405;Kota Adm. Jakarta Barat;31;137618;Daging Sapi Murni (Semur)
202405;Kota Adm. Jakarta Barat;31;41147;Ayam Broiler/Ras
202405;Kota Adm. Jakarta Barat;31;30598;Telur Ayam Ras
202405;Kota Adm. Jakarta Barat;31;19308;Gula Pasir
202405;Kota Adm. Jakarta Barat;31;11724;Tepung Terigu
202405;Kota Adm. Jakarta Barat;31;4153;Garam Dapur
202405;Kota Adm. Jakarta Barat;31;19135;Kentang (sedang)
202405;Kota Adm. Jakarta Barat;31;23799;Tomat Buah
202405;Kota Adm. Jakarta Barat;31;8997;Kelapa Kupas
202405;Kota Adm. Jakarta Barat;31;10806;Semangka
202405;Kota Adm. Jakarta Barat;31;26564;Jeruk Medan
202405;Kota Adm. Jakarta Barat;31;150000;Daging Kambing
202405;Kota Adm. Jakarta Barat;31;112962;Daging Babi Berlemak
202405;Kota Adm. Jakarta Barat;31;41479;Ikan Bandeng (sedang)
202405;Kota Adm. Jakarta Barat;31;38775;Ikan Mas
202405;Kota Adm. Jakarta Selatan;31;11617;Susu Kental Enak 200gr
202405;Kota Adm. Jakarta Selatan;31;16901;Margarin Blueband Cup
202405;Kota Adm. Jakarta Selatan;31;10993;Margarin Blueband Sachet
202405;Kota Adm. Jakarta Timur;31;14112;Beras IR I (IR 64)
202405;Kota Adm. Jakarta Timur;31;13634;Beras IR II (IR 64) Ramos
202405;Kota Adm. Jakarta Timur;31;13060;Beras IR III (IR 64)
202405;Kota Adm. Jakarta Timur;31;14774;Beras Muncul I
202405;Kota Adm. Jakarta Timur;31;14831;Beras IR 42/Pera
202405;Kota Adm. Jakarta Timur;31;15548;Beras Setra I/Premium
202405;Kota Adm. Jakarta Timur;31;16672;Minyak Goreng (Kuning/Curah)
202405;Kota Adm. Jakarta Barat;31;29112;Ikan Lele
202405;Kota Adm. Jakarta Barat;31;22424;Gas Elpiji 3kg
202405;Kota Adm. Jakarta Barat;31;29050;Susu Bubuk Bendera 400gr
202405;Kota Adm. Jakarta Barat;31;44407;Susu Bubuk Dancow 400gr
202405;Kota Adm. Jakarta Barat;31;13432;Susu Kental Bendera 200gr
202405;Kota Adm. Jakarta Barat;31;12251;Susu Kental Enak 200gr
202405;Kota Adm. Jakarta Barat;31;14118;Margarin Blueband Cup
202405;Kota Adm. Jakarta Barat;31;10146;Margarin Blueband Sachet
202405;Kota Adm. Jakarta Selatan;31;14620;Beras IR I (IR 64)
202405;Kota Adm. Jakarta Selatan;31;14042;Beras IR II (IR 64) Ramos
202405;Kota Adm. Jakarta Selatan;31;13439;Beras IR III (IR 64)
202405;Kota Adm. Jakarta Selatan;31;15643;Beras Muncul I
202405;Kota Adm. Jakarta Selatan;31;15199;Beras IR 42/Pera
202405;Kota Adm. Jakarta Selatan;31;14988;Beras Setra I/Premium
202405;Kota Adm. Jakarta Selatan;31;16860;Minyak Goreng (Kuning/Curah)
202405;Kota Adm. Jakarta Selatan;31;56669;Cabe Merah Keriting
202405;Kota Adm. Jakarta Selatan;31;73165;Cabe Merah Besar (TW)
202405;Kota Adm. Jakarta Selatan;31;49631;Cabe Rawit Merah
202405;Kota Adm. Jakarta Selatan;31;49806;Cabe Rawit Hijau
202405;Kota Adm. Jakarta Selatan;31;57840;Bawang Merah
202405;Kota Adm. Jakarta Selatan;31;50338;Bawang Putih
202405;Kota Adm. Jakarta Selatan;31;140658;Daging Sapi Has (Paha Belakang)
202405;Kota Adm. Jakarta Selatan;31;137673;Daging Sapi Murni (Semur)
202405;Kota Adm. Jakarta Selatan;31;42500;Ayam Broiler/Ras
202405;Kota Adm. Jakarta Selatan;31;29784;Telur Ayam Ras
202405;Kota Adm. Jakarta Selatan;31;17369;Gula Pasir
202405;Kota Adm. Jakarta Selatan;31;11380;Tepung Terigu
202405;Kota Adm. Jakarta Selatan;31;3679;Garam Dapur
202405;Kota Adm. Jakarta Selatan;31;20671;Kentang (sedang)
202405;Kota Adm. Jakarta Selatan;31;25636;Tomat Buah
202405;Kota Adm. Jakarta Selatan;31;10416;Kelapa Kupas
202405;Kota Adm. Jakarta Selatan;31;12617;Semangka
202405;Kota Adm. Jakarta Selatan;31;30981;Jeruk Medan
202405;Kota Adm. Jakarta Selatan;31;146587;Daging Kambing
202405;Kota Adm. Jakarta Selatan;31;140000;Daging Babi Berlemak
202405;Kota Adm. Jakarta Selatan;31;40840;Ikan Bandeng (sedang)
202405;Kota Adm. Jakarta Selatan;31;40053;Ikan Mas
202405;Kota Adm. Jakarta Selatan;31;29279;Ikan Lele
202405;Kota Adm. Jakarta Selatan;31;21440;Gas Elpiji 3kg
202405;Kota Adm. Jakarta Selatan;31;N/A;Susu Bubuk Bendera 400gr
202405;Kota Adm. Jakarta Selatan;31;47400;Susu Bubuk Dancow 400gr
202405;Kota Adm. Jakarta Selatan;31;12980;Susu Kental Bendera 200gr
202406;Kota Adm. Jakarta Selatan;30;29168;Telur Ayam Ras
202406;Kota Adm. Jakarta Selatan;30;18275;Gula Pasir
202406;Kota Adm. Jakarta Selatan;30;11088;Tepung Terigu
202406;Kota Adm. Jakarta Selatan;30;4001;Garam Dapur
202406;Kota Adm. Jakarta Selatan;30;22224;Kentang (sedang)
202406;Kota Adm. Jakarta Selatan;30;19689;Tomat Buah
202406;Kota Adm. Jakarta Selatan;30;10243;Kelapa Kupas
202406;Kota Adm. Jakarta Selatan;30;12562;Semangka
202406;Kota Adm. Jakarta Selatan;30;32972;Jeruk Medan
202406;Kota Adm. Jakarta Selatan;30;149282;Daging Kambing
202406;Kota Adm. Jakarta Selatan;30;136250;Daging Babi Berlemak
202406;Kota Adm. Jakarta Selatan;30;39302;Ikan Bandeng (sedang)
202406;Kota Adm. Jakarta Selatan;30;38880;Ikan Mas
202406;Kota Adm. Jakarta Selatan;30;28325;Ikan Lele
202406;Kota Adm. Jakarta Selatan;30;21366;Gas Elpiji 3kg
202406;Kota Adm. Jakarta Selatan;30;0;Susu Bubuk Bendera 400gr
202406;Kota Adm. Jakarta Selatan;30;42908;Susu Bubuk Dancow 400gr
202406;Kota Adm. Jakarta Selatan;30;13597;Susu Kental Bendera 200gr
202406;Kota Adm. Jakarta Selatan;30;11563;Susu Kental Enak 200gr
202406;Kota Adm. Jakarta Selatan;30;16851;Margarin Blueband Cup
202406;Kota Adm. Jakarta Selatan;30;10865;Margarin Blueband Sachet
202406;Kota Adm. Jakarta Timur;30;14273;Beras IR I (IR 64)
202406;Kota Adm. Jakarta Timur;30;13609;Beras IR II (IR 64) Ramos
202406;Kota Adm. Jakarta Timur;30;12566;Beras IR III (IR 64)
202406;Kota Adm. Jakarta Timur;30;14404;Beras Muncul I
202406;Kota Adm. Jakarta Timur;30;14593;Beras IR 42/Pera
202406;Kota Adm. Jakarta Timur;30;15485;Beras Setra I/Premium
202406;Kota Adm. Jakarta Timur;30;17073;Minyak Goreng (Kuning/Curah)
202406;Kota Adm. Jakarta Timur;30;55938;Cabe Merah Keriting
202406;Kota Adm. Jakarta Timur;30;70885;Cabe Merah Besar (TW)
202406;Kota Adm. Jakarta Timur;30;46325;Cabe Rawit Merah
202406;Kota Adm. Jakarta Timur;30;49027;Cabe Rawit Hijau
202406;Kota Adm. Jakarta Timur;30;46066;Bawang Merah
202406;Kota Adm. Jakarta Timur;30;47130;Bawang Putih
202406;Kota Adm. Jakarta Timur;30;143076;Daging Sapi Has (Paha Belakang)
202406;Kota Adm. Jakarta Timur;30;136812;Daging Sapi Murni (Semur)
202406;Kota Adm. Jakarta Timur;30;41874;Ayam Broiler/Ras
202406;Kota Adm. Jakarta Timur;30;28562;Telur Ayam Ras
202406;Kota Adm. Jakarta Timur;30;17606;Gula Pasir
202406;Kota Adm. Jakarta Timur;30;10143;Tepung Terigu
202406;Kota Adm. Jakarta Timur;30;3219;Garam Dapur
202406;Kota Adm. Jakarta Timur;30;20561;Kentang (sedang)
202406;Kota Adm. Jakarta Timur;30;16514;Tomat Buah
202406;Kota Adm. Jakarta Timur;30;9874;Kelapa Kupas
202406;Kota Adm. Jakarta Timur;30;11281;Semangka
202406;Kota Adm. Jakarta Timur;30;27492;Jeruk Medan
202406;Kota Adm. Jakarta Timur;30;148458;Daging Kambing
202406;Kota Adm. Jakarta Timur;30;93084;Daging Babi Berlemak
202406;Kota Adm. Jakarta Timur;30;42082;Ikan Bandeng (sedang)
202406;Kota Adm. Jakarta Timur;30;38034;Ikan Mas
202406;Kota Adm. Jakarta Timur;30;28116;Ikan Lele
202406;Kota Adm. Jakarta Timur;30;21340;Gas Elpiji 3kg
202406;Kota Adm. Jakarta Timur;30;44687;Susu Bubuk Bendera 400gr
202406;Kota Adm. Jakarta Timur;30;44636;Susu Bubuk Dancow 400gr
202406;Kota Adm. Jakarta Timur;30;12267;Susu Kental Bendera 200gr
202406;Kota Adm. Jakarta Timur;30;11418;Susu Kental Enak 200gr
202406;Kota Adm. Jakarta Timur;30;13973;Margarin Blueband Cup
202406;Kota Adm. Jakarta Timur;30;10150;Margarin Blueband Sachet
202407;Kota Adm. Jakarta Pusat;31;14234;Beras IR I (IR 64)
202407;Kota Adm. Jakarta Pusat;31;13003;Beras IR II (IR 64) Ramos
202407;Kota Adm. Jakarta Pusat;31;12795;Beras IR III (IR 64)
202407;Kota Adm. Jakarta Pusat;31;14516;Beras Muncul I
202407;Kota Adm. Jakarta Pusat;31;15415;Beras IR 42/Pera
202407;Kota Adm. Jakarta Pusat;31;15553;Beras Setra I/Premium
202407;Kota Adm. Jakarta Pusat;31;17075;Minyak Goreng (Kuning/Curah)
202407;Kota Adm. Jakarta Pusat;31;48901;Cabe Merah Keriting
202407;Kota Adm. Jakarta Pusat;31;55036;Cabe Merah Besar (TW)
202407;Kota Adm. Jakarta Pusat;31;65711;Cabe Rawit Merah
202407;Kota Adm. Jakarta Pusat;31;57397;Cabe Rawit Hijau
202407;Kota Adm. Jakarta Pusat;31;39431;Bawang Merah
202407;Kota Adm. Jakarta Pusat;31;43505;Bawang Putih
202407;Kota Adm. Jakarta Pusat;31;140449;Daging Sapi Has (Paha Belakang)
202407;Kota Adm. Jakarta Pusat;31;136674;Daging Sapi Murni (Semur)
202407;Kota Adm. Jakarta Pusat;31;40997;Ayam Broiler/Ras
202407;Kota Adm. Jakarta Pusat;31;28231;Telur Ayam Ras
202407;Kota Adm. Jakarta Pusat;31;17131;Gula Pasir
202407;Kota Adm. Jakarta Pusat;31;10208;Tepung Terigu
202407;Kota Adm. Jakarta Pusat;31;3036;Garam Dapur
202407;Kota Adm. Jakarta Pusat;31;21101;Kentang (sedang)
202407;Kota Adm. Jakarta Pusat;31;13747;Tomat Buah
202407;Kota Adm. Jakarta Pusat;31;9304;Kelapa Kupas
202407;Kota Adm. Jakarta Pusat;31;12199;Semangka
202407;Kota Adm. Jakarta Pusat;31;32533;Jeruk Medan
202407;Kota Adm. Jakarta Pusat;31;142311;Daging Kambing
202407;Kota Adm. Jakarta Pusat;31;105161;Daging Babi Berlemak
202407;Kota Adm. Jakarta Pusat;31;40994;Ikan Bandeng (sedang)
202407;Kota Adm. Jakarta Pusat;31;39583;Ikan Mas
202407;Kota Adm. Jakarta Pusat;31;26741;Ikan Lele
202407;Kota Adm. Jakarta Pusat;31;20870;Gas Elpiji 3kg
202407;Kota Adm. Jakarta Pusat;31;45000;Susu Bubuk Bendera 400gr
202407;Kota Adm. Jakarta Pusat;31;42000;Susu Bubuk Dancow 400gr
202407;Kota Adm. Jakarta Pusat;31;12664;Susu Kental Bendera 200gr
202407;Kota Adm. Jakarta Pusat;31;11064;Susu Kental Enak 200gr
202407;Kota Adm. Jakarta Pusat;31;15103;Margarin Blueband Cup
202407;Kota Adm. Jakarta Pusat;31;10329;Margarin Blueband Sachet
202407;Kota Adm. Jakarta Utara;31;14962;Beras IR I (IR 64)
202407;Kota Adm. Jakarta Utara;31;14388;Beras IR II (IR 64) Ramos
202407;Kota Adm. Jakarta Utara;31;13569;Beras IR III (IR 64)
202407;Kota Adm. Jakarta Utara;31;15477;Beras Muncul I
202407;Kota Adm. Jakarta Utara;31;15505;Beras IR 42/Pera
202407;Kota Adm. Jakarta Utara;31;16259;Beras Setra I/Premium
202407;Kota Adm. Jakarta Utara;31;16905;Minyak Goreng (Kuning/Curah)
202407;Kota Adm. Jakarta Utara;31;56239;Cabe Merah Keriting
202407;Kota Adm. Jakarta Utara;31;63010;Cabe Merah Besar (TW)
202407;Kota Adm. Jakarta Utara;31;67069;Cabe Rawit Merah
202407;Kota Adm. Jakarta Utara;31;61330;Cabe Rawit Hijau
202407;Kota Adm. Jakarta Utara;31;41181;Bawang Merah
202407;Kota Adm. Jakarta Utara;31;43655;Bawang Putih
202407;Kota Adm. Jakarta Utara;31;146908;Daging Sapi Has (Paha Belakang)
202407;Kota Adm. Jakarta Utara;31;143971;Daging Sapi Murni (Semur)
202407;Kota Adm. Jakarta Utara;31;42674;Ayam Broiler/Ras
202407;Kota Adm. Jakarta Utara;31;28861;Telur Ayam Ras
202407;Kota Adm. Jakarta Utara;31;17495;Gula Pasir
202407;Kota Adm. Jakarta Utara;31;11551;Tepung Terigu
202407;Kota Adm. Jakarta Utara;31;5199;Garam Dapur
202407;Kota Adm. Jakarta Utara;31;23470;Kentang (sedang)
202407;Kota Adm. Jakarta Utara;31;14965;Tomat Buah
202407;Kota Adm. Jakarta Utara;31;10599;Kelapa Kupas
202407;Kota Adm. Jakarta Utara;31;12454;Semangka
202407;Kota Adm. Jakarta Utara;31;34701;Jeruk Medan
202407;Kota Adm. Jakarta Utara;31;141532;Daging Kambing
202407;Kota Adm. Jakarta Utara;31;105295;Daging Babi Berlemak
202407;Kota Adm. Jakarta Utara;31;42748;Ikan Bandeng (sedang)
202407;Kota Adm. Jakarta Utara;31;37339;Ikan Mas
202407;Kota Adm. Jakarta Utara;31;29822;Ikan Lele
202407;Kota Adm. Jakarta Utara;31;21467;Gas Elpiji 3kg
202407;Kota Adm. Jakarta Utara;31;45306;Susu Bubuk Bendera 400gr
202407;Kota Adm. Jakarta Utara;31;53484;Susu Bubuk Dancow 400gr
202407;Kota Adm. Jakarta Utara;31;14184;Susu Kental Bendera 200gr
202407;Kota Adm. Jakarta Utara;31;11307;Susu Kental Enak 200gr
202407;Kota Adm. Jakarta Utara;31;17877;Margarin Blueband Cup
